geoidtxt,tractfips,chicago,mailreturnratecen2010,lowresponsescore,totpop,totunder5,hispanic,blackaloneorcombo,asianaloneorcombo,amerindaloneorcombo,nathawaloneorcombo,tothh,totpopinhhs,groupquarter,lephhs,lepspanhhs,lepindoeurhhs,lepapachhs,lepotherhhs,totpopbornoutus,fb2010plus,fb2000plus,owner_total,renter_total,hh_singleparent,hh_crowded,hh_owner_crowded,hh_renter_crowded,poverty_total,poverty_less100,poverty_less200,housingunits_total,units_2plus,units_10plus,nointernet,internet_nosub,internet,dialuponly,broadband_any,broadband_cablefiberopticdsl,broadband_cablefiberopticdslonly,cellular,cellularonly,satellite,satelliteonly,otheronly,hher15to34,hher35to54,hher55to64,hher65plus,moved2015later,move10to14,moved00to09,moved90to99,moved1989earlier,intfirsteng,intfirstbiling,intchoiceeng,intchoicebiling,mailtypenotknown,updateenumerate,remotealaska,updateleave
17031661000,6610,TRUE,72.5,29.5,"5,157",200,638,"4,508",16,60,0,"1,872","5,157",0,0,0,0,0,0,327,0,188,892,980,409,28,14,14,"5,157","1,338","3,114","2,182","1,024",180,509,148,"1,215",0,"1,215","1,011",313,861,161,85,0,0,189,755,380,548,196,563,498,262,353,0,0,"2,182",0,0,0,0,0
17031661100,6611,TRUE,78.5,29.7,"6,851",569,"3,637","3,108",27,144,0,"1,917","6,851",0,194,141,31,0,22,"1,559",87,652,"1,316",601,442,32,4,28,"6,839",945,"2,815","2,020",491,0,229,209,"1,479",0,"1,479","1,263",244,"1,220",178,141,15,0,192,"1,181",301,243,165,607,483,498,164,0,0,0,"2,020",0,0,0,0
17031670100,6701,TRUE,65.8,31.2,944,9,110,810,0,0,0,385,944,0,14,14,0,0,0,74,0,0,154,231,67,0,0,0,944,255,464,586,358,0,150,20,215,0,215,137,38,171,66,18,6,0,18,132,77,158,38,102,87,76,82,0,0,586,0,0,0,0,0
17031670200,6702,TRUE,62.2,32.8,884,110,24,823,0,5,0,330,884,0,0,0,0,0,0,0,0,0,142,188,95,21,11,10,878,454,558,534,332,25,185,0,145,0,145,108,41,91,37,18,0,0,44,125,50,111,63,71,61,21,114,0,0,534,0,0,0,0,0
17031670300,6703,TRUE,62.9,30.5,"1,126",88,253,822,4,0,0,427,"1,061",65,60,60,0,0,0,134,7,63,192,235,85,0,0,0,"1,126",446,804,599,393,13,143,15,269,0,269,167,32,232,85,12,0,5,75,107,45,200,97,69,89,40,132,0,0,599,0,0,0,0,0
17031670400,6704,TRUE,67.2,32.4,"1,656",86,325,"1,331",0,5,0,524,"1,656",0,30,30,0,0,0,151,23,53,228,296,126,23,5,18,"1,656",570,"1,062",665,475,0,208,38,278,0,278,168,24,245,79,38,0,4,46,191,49,238,66,128,122,85,123,0,0,665,0,0,0,0,0
17031670500,6705,TRUE,61,34.4,"1,047",50,278,750,8,18,0,350,"1,047",0,16,16,0,0,0,159,18,106,198,152,47,7,7,0,"1,035",267,604,474,193,18,136,8,206,0,206,186,51,145,10,13,10,0,83,92,32,143,21,65,94,65,105,0,0,474,0,0,0,0,0
17031670600,6706,TRUE,69,29.4,"1,050",84,56,989,0,0,0,347,"1,038",12,0,0,0,0,0,10,0,0,208,139,66,0,0,0,"1,049",332,473,498,180,0,149,18,180,0,180,126,69,111,48,6,0,0,31,71,55,190,5,93,82,43,124,0,0,498,0,0,0,0,0
17031670700,6707,TRUE,61.3,31.5,"1,072",139,181,890,0,0,0,356,"1,061",11,15,15,0,0,0,83,0,55,209,147,94,12,0,12,"1,072",362,654,511,226,28,59,37,260,0,260,191,63,197,69,8,0,0,27,136,65,128,39,108,45,67,97,511,0,0,0,0,0,0,0
17031670800,6708,TRUE,65.1,30.5,"1,263",61,24,"1,239",0,0,0,538,"1,263",0,10,10,0,0,0,30,0,30,197,341,129,26,0,26,"1,254",423,815,716,456,28,231,78,229,0,229,159,53,176,53,17,0,0,71,152,73,242,18,143,129,132,116,0,0,716,0,0,0,0,0
17031670900,6709,TRUE,57.6,34.1,"1,457",133,75,"1,327",0,6,0,487,"1,457",0,7,7,0,0,0,7,0,0,281,206,204,16,0,16,"1,418",466,732,633,312,0,121,54,312,0,312,234,46,261,73,40,5,0,53,226,89,119,29,115,156,73,114,633,0,0,0,0,0,0,0
17031671100,6711,TRUE,62,30.4,"1,044",159,2,"1,036",0,0,0,299,"1,044",0,0,0,0,0,0,0,0,0,102,197,79,29,0,29,"1,009",485,660,438,215,0,113,20,166,0,166,113,44,122,42,17,0,0,58,109,61,71,30,111,40,23,95,0,0,438,0,0,0,0,0
17031671200,6712,TRUE,59.9,33.5,939,73,0,926,0,0,0,307,939,0,0,0,0,0,0,0,0,0,60,247,98,13,0,13,939,401,734,500,336,0,177,0,130,0,130,49,15,115,64,17,0,0,27,116,53,111,49,123,30,50,55,0,0,500,0,0,0,0,0
17031671300,6713,TRUE,69.4,32.3,"1,905",139,99,"1,805",0,0,0,615,"1,903",2,0,0,0,0,0,42,0,15,295,320,180,29,24,5,"1,894",466,"1,226",826,352,6,292,26,297,0,297,201,120,177,96,18,0,0,67,165,91,292,31,118,124,79,263,0,0,826,0,0,0,0,0
17031671400,6714,TRUE,70.8,31.1,"1,394",52,78,"1,345",0,0,0,482,"1,394",0,27,27,0,0,0,27,0,7,298,184,94,1,1,0,"1,394",596,933,628,143,21,195,62,225,0,225,173,54,170,51,0,0,1,5,197,44,236,23,102,61,133,163,0,0,628,0,0,0,0,0
17031671500,6715,TRUE,62,30.7,"2,343",162,437,"1,880",0,0,0,802,"2,331",12,32,32,0,0,0,169,14,77,414,388,110,27,11,16,"2,343",719,"1,632","1,147",479,0,307,112,383,0,383,316,113,237,34,45,28,5,80,191,213,318,58,185,180,132,247,0,0,"1,147",0,0,0,0,0
17031671600,6716,TRUE,60.9,31.2,"2,016",111,39,"1,938",0,18,17,707,"1,908",108,9,9,0,0,0,23,0,0,207,500,113,18,13,5,"2,016",522,"1,349",974,722,117,294,34,379,0,379,221,93,269,139,29,7,5,113,156,134,304,155,204,152,47,149,0,0,974,0,0,0,0,0
17031671800,6718,TRUE,70.4,33,"1,256",82,68,"1,182",0,40,0,377,"1,253",3,0,0,0,0,0,55,0,13,230,147,87,6,0,6,"1,256",440,824,468,144,6,154,43,180,0,180,161,83,97,10,10,0,0,40,120,64,153,35,89,34,51,168,0,0,468,0,0,0,0,0
17031671900,6719,TRUE,72.8,28.7,"1,162",111,110,"1,028",0,0,0,305,"1,162",0,0,0,0,0,0,52,0,9,224,81,56,14,14,0,"1,162",211,538,437,111,0,94,32,179,0,179,137,76,103,42,4,0,0,48,73,56,128,60,20,47,46,132,0,0,437,0,0,0,0,0
17031672000,6720,TRUE,67.4,28.4,"4,064",179,27,"4,008",0,14,0,"1,157","4,046",18,27,27,0,0,0,27,0,27,692,465,333,70,0,70,"4,046",866,"2,418","1,291",145,0,398,52,707,0,707,597,184,494,77,52,18,0,53,508,193,403,12,406,202,144,393,0,0,"1,291",0,0,0,0,0
17031680500,6805,TRUE,62.1,38.1,"1,333",81,50,"1,261",0,0,0,449,"1,333",0,24,11,0,0,13,50,0,13,179,270,191,0,0,0,"1,321",593,"1,007",671,464,18,170,20,259,5,254,164,67,183,90,11,0,0,91,173,79,106,63,166,88,37,95,0,0,671,0,0,0,0,0
17031680600,6806,TRUE,58,37.3,"1,308",159,0,"1,263",12,0,0,364,"1,308",0,0,0,0,0,0,12,12,12,121,243,128,33,5,28,"1,255",670,949,644,460,7,109,48,207,0,207,137,59,143,70,5,0,0,79,140,62,83,49,146,42,63,64,0,0,644,0,0,0,0,0
17031680900,6809,TRUE,68.6,32.2,"3,430",277,9,"3,370",20,0,0,"1,720","3,387",43,0,0,0,0,0,163,56,117,233,"1,487",389,0,0,0,"3,409","1,292","2,485","2,192","1,738","1,241",802,187,731,18,713,376,122,554,280,63,29,0,354,407,344,615,310,827,393,111,79,0,0,"2,192",0,0,0,0,0
17031681000,6810,TRUE,62.7,29.5,"2,641",126,0,"2,575",0,10,0,"1,116","2,641",0,0,0,0,0,0,34,0,0,344,772,164,38,15,23,"2,641","1,222","1,953","1,655","1,329",398,426,241,449,0,449,344,152,273,96,13,0,9,193,316,240,367,112,425,253,89,237,0,0,"1,655",0,0,0,0,0
17031681100,6811,TRUE,62.9,37.8,"2,910",424,196,"2,749",1,39,0,933,"2,891",19,21,21,0,0,0,36,0,21,198,735,313,32,0,32,"2,910","1,276","1,956","1,659","1,349",92,350,133,450,0,450,319,105,345,131,31,0,0,302,259,144,228,154,318,246,46,169,0,0,"1,659",0,0,0,0,0
17031681200,6812,TRUE,60.9,38.7,"2,511",221,160,"2,376",0,19,0,800,"2,508",3,0,0,0,0,0,22,0,22,140,660,323,46,0,46,"2,508",984,"2,043","1,210",923,226,230,81,489,0,489,367,128,319,117,71,0,0,266,281,154,99,248,274,141,29,108,0,0,"1,210",0,0,0,0,0
17031681300,6813,TRUE,57.9,36,"2,279",227,135,"2,157",0,0,0,724,"2,266",13,6,6,0,0,0,178,5,20,203,521,229,52,13,39,"2,279",913,"1,661","1,308","1,091",123,335,80,309,0,309,204,82,227,86,26,0,0,149,256,173,146,136,311,104,30,143,0,0,"1,308",0,0,0,0,0
17031681400,6814,TRUE,64,31.8,"2,433",239,57,"2,349",0,27,0,835,"2,433",0,0,0,0,0,0,35,19,27,498,337,195,15,15,0,"2,433",696,"1,459","1,328",537,0,285,110,440,0,440,307,171,258,104,75,0,0,52,261,156,366,137,159,109,82,348,0,0,"1,328",0,0,0,0,0
17031690300,6903,TRUE,67.4,34.5,"2,454",119,10,"2,356",0,29,0,788,"2,036",418,0,0,0,0,0,19,0,0,56,732,328,12,0,12,"2,036","1,208","1,454",927,796,378,228,40,520,0,520,333,148,372,187,0,0,0,218,265,173,132,173,208,218,75,114,0,0,927,0,0,0,0,0
17031690400,6904,TRUE,64.4,33.3,"3,031",75,6,"3,021",0,19,0,"1,371","3,009",22,0,0,0,0,0,28,0,0,330,"1,041",232,20,0,20,"2,995","1,180","1,994","1,886","1,567",110,413,73,885,14,871,596,261,598,227,60,0,0,262,612,230,267,333,556,195,122,165,0,0,"1,886",0,0,0,0,0
17031690500,6905,TRUE,68.9,32.6,624,6,0,624,0,0,0,321,624,0,5,5,0,0,0,0,0,0,93,228,44,0,0,0,624,270,373,500,352,32,108,26,187,0,187,157,74,113,30,21,0,0,52,105,45,119,65,113,43,4,96,0,0,500,0,0,0,0,0
17031690900,6909,TRUE,64.8,30.3,"4,229",246,14,"4,174",0,9,0,"1,669","4,229",0,0,0,0,0,0,8,0,0,445,"1,224",358,67,8,59,"4,229","1,516","2,346","2,221","1,740",81,672,107,890,0,890,618,379,493,235,21,0,8,286,477,462,444,302,476,440,202,249,0,0,"2,221",0,0,0,0,0
17031691000,6910,TRUE,70.5,28.6,"2,550",91,8,"2,538",0,0,0,"1,109","2,545",5,8,8,0,0,0,3,0,1,496,613,201,30,30,0,"2,550",452,848,"1,311",731,48,297,102,710,0,710,495,165,519,165,39,26,0,138,319,323,329,126,267,341,143,232,"1,311",0,0,0,0,0,0,0
17031691100,6911,TRUE,66.6,34.2,"2,993",243,26,"2,904",0,0,0,"1,071","2,931",62,0,0,0,0,0,15,0,15,306,765,418,32,10,22,"2,993","1,436","2,079","1,449","1,064",172,511,74,486,0,486,425,237,219,41,28,10,0,196,439,210,226,187,408,184,77,215,0,0,"1,449",0,0,0,0,0
17031691200,6912,TRUE,66.2,33,"2,969",268,0,"2,850",0,33,21,"1,081","2,960",9,0,0,0,0,0,21,0,9,318,763,457,81,0,81,"2,969","1,107","1,770","1,334",990,290,313,104,664,0,664,507,339,325,157,8,0,0,298,451,120,212,249,370,228,71,163,0,0,"1,334",0,0,0,0,0
17031691300,6913,TRUE,77.7,29.4,"2,707",94,192,"2,660",0,145,0,"1,066","2,707",0,0,0,0,0,0,63,0,0,517,549,182,41,26,15,"2,637",638,995,"1,211",578,159,371,49,646,7,639,529,204,428,62,93,0,0,89,350,305,322,180,264,254,126,242,"1,211",0,0,0,0,0,0,0
17031691400,6914,TRUE,70,29.7,"2,901",67,9,"2,830",0,0,0,"1,266","2,901",0,0,0,0,0,0,45,0,0,554,712,223,0,0,0,"2,869",577,"1,698","1,733",904,157,292,55,919,0,919,683,311,534,232,111,0,0,240,513,260,253,181,432,370,84,199,0,0,"1,733",0,0,0,0,0
17031691500,6915,TRUE,72.6,32.1,"1,939",300,42,"1,883",0,0,0,773,"1,917",22,0,0,0,0,0,19,10,10,201,572,198,35,0,35,"1,925",811,"1,286",981,603,198,320,73,380,6,374,163,53,316,197,19,0,0,160,235,168,210,170,220,250,44,89,0,0,981,0,0,0,0,0
17031700100,7001,TRUE,73.3,25.1,"3,552",310,"1,020","2,457",0,9,0,"1,068","3,552",0,20,20,0,0,0,544,34,162,775,293,132,26,26,0,"3,541",560,"1,310","1,133",108,0,236,172,660,0,660,583,92,542,51,12,0,26,123,480,355,110,146,217,317,311,77,"1,133",0,0,0,0,0,0,0
17031700200,7002,TRUE,75.6,23.4,"6,638",501,"4,646","1,096",202,95,0,"1,864","6,638",0,111,101,10,0,0,"1,795",42,541,"1,585",279,361,92,38,54,"6,632",644,"1,945","1,929",166,10,364,203,"1,297",0,"1,297","1,142",207,"1,090",96,151,0,0,275,943,266,380,104,386,785,328,261,0,"1,929",0,0,0,0,0,0
17031700301,7003.01,TRUE,81.5,23.5,"6,389",372,"4,377",774,156,13,0,"1,743","6,384",5,173,129,23,0,21,"1,818",64,296,"1,515",228,277,112,89,23,"6,362",557,"2,052","1,788",149,8,248,75,"1,420",0,"1,420","1,174",260,"1,137",159,118,15,0,163,879,336,365,141,414,479,345,364,0,"1,788",0,0,0,0,0,0
17031700302,7003.02,TRUE,83,21.4,"5,899",318,"3,485","1,183",28,24,10,"1,759","5,899",0,142,107,8,0,27,"1,220",42,289,"1,503",256,174,26,26,0,"5,887",263,"1,953","1,849",204,10,260,33,"1,466",5,"1,461","1,239",257,"1,185",106,128,0,10,201,727,370,461,224,354,554,313,314,0,"1,849",0,0,0,0,0,0
17031700401,7004.01,TRUE,74.3,25.5,"6,643",394,"1,988","4,177",151,99,14,"1,884","6,638",5,41,41,0,0,0,857,22,250,"1,535",349,409,73,50,23,"6,599","1,102","2,229","1,980",199,0,196,242,"1,446",0,"1,446","1,230",213,"1,191",156,130,26,0,175,"1,044",397,268,134,440,663,512,135,0,0,"1,980",0,0,0,0,0
17031700402,7004.02,TRUE,78.5,23.8,"4,498",404,"1,340","2,717",0,0,0,"1,306","4,498",0,89,45,0,0,44,678,102,308,"1,121",185,349,51,23,28,"4,468","1,123","1,520","1,331",110,0,139,82,"1,085",0,"1,085",958,198,856,96,141,8,0,85,681,325,215,68,346,436,359,97,"1,331",0,0,0,0,0,0,0
17031700501,7005.01,TRUE,77.6,23.5,"6,994",243,385,"6,333",66,230,0,"2,416","6,656",338,28,20,8,0,0,382,166,248,"1,813",603,350,0,0,0,"6,686",418,"1,144","2,626",477,170,334,109,"1,973",0,"1,973","1,731",541,"1,424",170,93,8,0,111,993,720,592,180,423,569,887,357,"2,626",0,0,0,0,0,0,0
17031700502,7005.02,TRUE,78.9,19.3,"3,373",271,62,"3,131",0,30,0,"1,040","3,175",198,22,8,14,0,0,84,0,8,996,44,161,44,44,0,"3,175",264,554,"1,092",136,36,127,20,893,0,893,839,272,621,49,41,0,0,28,387,238,387,87,103,300,410,140,"1,092",0,0,0,0,0,0,0
17031710100,7101,TRUE,62,36.5,"1,097",75,44,"1,061",0,5,0,489,"1,097",0,0,0,0,0,0,16,0,12,85,404,94,0,0,0,"1,097",542,813,631,431,159,259,74,156,0,156,102,44,112,54,0,0,0,113,149,130,97,115,99,125,27,123,0,0,631,0,0,0,0,0
17031710200,7102,TRUE,69.9,32.2,"4,329",277,72,"4,133",17,0,0,"1,735","4,329",0,0,0,0,0,0,27,0,0,543,"1,192",461,25,0,25,"4,329","1,221","2,812","2,281","1,692",482,637,235,863,0,863,564,236,595,235,108,21,0,426,540,299,470,291,566,492,90,296,0,0,"2,281",0,0,0,0,0
17031710300,7103,TRUE,72.5,32.5,"1,471",114,159,"1,301",12,61,0,539,"1,471",0,0,0,0,0,0,47,0,15,149,390,150,19,0,19,"1,459",499,762,642,490,114,179,50,310,0,310,203,63,233,74,38,0,0,93,205,103,138,101,181,89,26,142,0,0,642,0,0,0,0,0
17031710400,7104,TRUE,76.5,29.4,"5,514",227,66,"5,383",0,0,0,"1,871","5,514",0,0,0,0,0,0,333,101,171,977,894,310,70,0,70,"5,514","1,592","2,955","2,252",895,75,709,201,961,8,953,693,291,614,244,102,8,0,79,747,454,591,290,509,356,152,564,0,0,"2,252",0,0,0,0,0
17031710500,7105,TRUE,71.3,31.8,"4,283",412,142,"4,111",41,54,0,"1,558","4,238",45,22,22,0,0,0,60,0,22,487,"1,071",415,0,0,0,"4,252","1,079","2,284","1,966","1,346",234,532,101,925,10,915,733,255,660,163,63,0,0,329,580,256,393,359,513,190,177,319,0,0,"1,966",0,0,0,0,0
17031710600,7106,TRUE,67.6,31.3,"1,767",172,0,"1,726",0,12,0,652,"1,767",0,17,0,17,0,0,52,10,10,206,446,145,23,3,20,"1,767",520,"1,050",823,546,96,224,32,396,0,396,287,87,297,77,52,12,0,155,154,108,235,111,205,120,44,172,823,0,0,0,0,0,0,0
17031710700,7107,TRUE,68.2,28.4,"2,778",46,11,"2,763",0,11,0,"1,242","2,772",6,0,0,0,0,0,1,0,1,400,842,170,40,4,36,"2,766",507,"1,310","1,596","1,212",375,543,133,566,0,566,408,77,460,158,41,0,0,68,305,249,620,151,440,224,127,300,0,0,"1,596",0,0,0,0,0
17031710800,7108,TRUE,72.8,29.6,"4,741",176,0,"4,675",37,25,0,"1,943","4,735",6,37,0,0,37,0,137,37,93,692,"1,251",414,15,0,15,"4,741","1,162","1,978","2,358","1,736",180,485,112,"1,346",44,"1,302",904,336,804,262,107,27,44,332,519,366,726,260,495,382,217,589,0,0,"2,358",0,0,0,0,0
17031710900,7109,TRUE,71.6,32.5,"2,018",124,77,"1,952",0,6,0,774,"2,018",0,0,0,0,0,0,15,0,0,339,435,190,11,0,11,"2,018",763,"1,241",931,497,160,272,44,458,0,458,370,186,266,88,18,0,0,84,350,110,230,117,194,253,47,163,0,0,931,0,0,0,0,0
17031711000,7110,TRUE,72,29.6,"3,012",70,0,"2,914",29,0,7,"1,017","3,012",0,0,0,0,0,0,36,26,26,521,496,216,26,0,26,"3,012","1,029","1,724","1,402",618,108,391,123,503,0,503,356,224,260,136,19,11,0,160,312,214,331,194,239,124,91,369,0,0,"1,402",0,0,0,0,0
17031711100,7111,TRUE,75.8,25.8,"2,310",43,64,"2,240",6,0,0,922,"2,310",0,0,0,0,0,0,66,0,18,557,365,86,4,4,0,"2,310",173,681,"1,151",353,38,274,161,487,0,487,427,142,333,52,37,0,8,58,258,122,484,132,130,232,120,308,0,0,"1,151",0,0,0,0,0
17031711200,7112,TRUE,82.7,25.3,"5,007",114,26,"4,905",0,0,0,"1,969","5,007",0,0,0,0,0,0,7,0,0,"1,239",730,325,0,0,0,"4,981",871,"2,015","2,127",802,94,498,404,"1,067",16,"1,051",836,193,828,115,121,18,3,185,671,448,665,128,393,507,236,705,0,0,"2,127",0,0,0,0,0
17031711300,7113,TRUE,77.1,27.2,"1,794",44,35,"1,742",0,0,0,594,"1,742",52,0,0,0,0,0,31,10,20,269,325,107,5,0,5,"1,794",428,863,676,274,73,116,33,445,0,445,315,97,337,92,31,0,0,52,209,141,192,156,159,79,48,152,0,0,676,0,0,0,0,0
17031711400,7114,TRUE,75.3,29.1,"2,591",140,81,"2,538",7,23,0,831,"2,586",5,0,0,0,0,0,7,1,1,525,306,198,34,26,8,"2,590",761,"1,280",949,184,0,293,68,470,10,460,331,147,297,94,48,16,0,90,280,192,269,69,172,166,104,320,0,0,949,0,0,0,0,0
17031711500,7115,TRUE,80.3,29.3,"2,559",121,59,"2,553",10,0,0,831,"2,559",0,18,0,18,0,0,36,0,36,618,213,212,0,0,0,"2,552",660,"1,331",941,143,0,211,84,536,6,530,431,233,275,81,40,3,0,47,334,149,301,80,163,155,111,322,0,0,941,0,0,0,0,0
17031720100,7201,TRUE,86.4,13.8,"3,409",296,161,"1,230",17,0,0,"1,179","3,404",5,9,0,0,9,0,118,54,90,"1,109",70,67,0,0,0,"3,409",10,182,"1,230",79,0,49,106,"1,024",0,"1,024",880,162,862,124,72,0,0,46,420,361,352,96,207,314,250,312,"1,230",0,0,0,0,0,0,0
17031720200,7202,TRUE,84.4,19.4,"4,047",206,206,"2,206",30,10,9,"1,620","4,036",11,25,25,0,0,0,155,13,74,"1,241",379,159,4,4,0,"4,047",404,517,"1,728",522,211,266,113,"1,241",8,"1,233","1,131",269,928,62,133,30,6,203,574,304,539,92,347,349,340,492,"1,728",0,0,0,0,0,0,0
17031720300,7203,TRUE,91.8,12.4,"4,100",435,340,"1,467",69,17,15,"1,354","4,095",5,0,0,0,0,0,247,41,133,"1,326",28,31,0,0,0,"4,100",219,481,"1,384",21,0,86,110,"1,158",0,"1,158","1,122",240,910,28,23,8,0,61,645,289,359,68,177,407,243,459,"1,384",0,0,0,0,0,0,0
17031720400,7204,TRUE,83.1,13.3,"1,963",167,86,98,18,0,0,671,"1,958",5,0,0,0,0,0,42,7,7,632,39,21,0,0,0,"1,955",42,118,733,0,0,48,38,585,0,585,560,155,417,12,42,8,0,100,303,135,133,48,57,237,125,204,733,0,0,0,0,0,0,0
17031720500,7205,TRUE,83,14.3,"2,101",108,157,41,34,0,0,782,"2,101",0,0,0,0,0,0,86,7,12,707,75,30,0,0,0,"2,092",35,115,818,100,0,50,47,685,6,679,625,113,557,40,37,9,0,66,335,206,175,51,149,229,128,225,818,0,0,0,0,0,0,0
17031720600,7206,TRUE,83,14.9,"1,751",172,65,548,5,6,0,611,"1,751",0,0,0,0,0,0,50,0,12,540,71,0,25,0,25,"1,751",42,122,643,109,0,76,28,507,0,507,461,145,362,46,41,0,0,24,204,183,200,37,59,181,144,190,643,0,0,0,0,0,0,0
17031720700,7207,TRUE,71.9,23.6,"3,066",184,81,"1,841",47,30,0,"1,340","3,066",0,0,0,0,0,0,113,11,21,687,653,93,10,10,0,"3,059",167,475,"1,507",836,283,143,169,"1,028",0,"1,028",905,206,812,114,40,0,0,170,501,357,312,163,371,424,174,208,"1,507",0,0,0,0,0,0,0
17031730100,7301,TRUE,80.5,25.3,"2,695",94,23,"2,677",0,3,0,893,"2,695",0,0,0,0,0,0,2,0,0,721,172,250,17,7,10,"2,695",330,972,972,0,0,173,35,685,0,685,613,349,305,47,84,0,0,21,382,134,356,63,193,154,100,383,0,0,972,0,0,0,0,0
17031730201,7302.01,TRUE,75,28.7,"5,708",345,27,"5,594",24,0,0,"2,272","5,703",5,0,0,0,0,0,35,1,1,967,"1,305",489,37,0,37,"5,708","1,651","2,621","2,627","1,496",433,599,209,"1,464",0,"1,464",993,321,"1,106",374,182,37,0,210,679,592,791,391,618,494,209,560,0,0,"2,627",0,0,0,0,0
17031730202,7302.02,TRUE,80.2,23.9,"3,550",66,6,"3,420",32,0,0,"1,127","3,352",198,6,0,6,0,0,32,8,13,759,368,284,10,10,0,"3,352",400,"1,077","1,127",147,0,160,82,885,0,885,803,408,460,63,84,0,0,151,253,341,382,66,255,217,213,376,0,0,"1,127",0,0,0,0,0
17031730300,7303,TRUE,79.1,29.1,"1,137",81,0,"1,126",11,29,0,420,"1,137",0,0,0,0,0,0,4,0,0,285,135,106,10,0,10,"1,137",174,499,474,132,61,112,63,245,0,245,185,89,152,51,10,0,0,51,139,79,151,37,108,77,70,128,0,0,474,0,0,0,0,0
17031730400,7304,TRUE,75.9,24.3,"4,067",240,55,"3,998",17,0,0,"1,358","4,049",18,16,8,8,0,0,70,1,1,"1,065",293,171,8,8,0,"4,054",527,"1,150","1,434",145,13,342,76,940,9,931,828,286,638,36,149,7,0,176,489,206,487,143,188,317,244,466,0,0,"1,434",0,0,0,0,0
17031730500,7305,TRUE,82.7,26,"4,359",120,1,"4,348",62,102,0,"1,517","4,354",5,0,0,0,0,0,46,0,29,"1,249",268,271,0,0,0,"4,359",867,"1,407","1,706",130,0,323,76,"1,118",0,"1,118",861,365,684,160,196,54,0,61,631,318,507,114,239,487,178,499,0,0,"1,706",0,0,0,0,0
17031730600,7306,TRUE,81.9,25.6,"3,559",271,14,"3,522",0,24,0,"1,179","3,559",0,0,0,0,0,0,14,0,0,846,333,256,0,0,0,"3,559","1,093","2,039","1,343",252,72,197,62,920,12,908,692,212,668,186,10,0,0,14,326,348,491,95,68,269,166,581,0,0,"1,343",0,0,0,0,0
17031730700,7307,TRUE,80.4,25.4,"2,279",146,37,"2,239",7,54,0,719,"2,279",0,0,0,0,0,0,22,0,0,571,148,163,11,11,0,"2,267",486,"1,251",872,61,0,178,31,510,0,510,445,124,381,59,12,0,0,26,279,140,274,44,108,124,114,329,0,0,872,0,0,0,0,0
17031740100,7401,TRUE,78.1,15.9,"3,182",290,363,33,0,12,60,"1,153","3,182",0,0,0,0,0,0,69,0,11,983,170,120,10,10,0,"3,182",116,404,"1,275",100,21,157,47,949,8,941,815,225,705,105,35,0,11,265,362,247,279,150,191,309,243,260,"1,275",0,0,0,0,0,0,0
17031740200,7402,TRUE,76.9,14.2,"6,661",475,632,108,165,14,5,"1,915","5,946",715,7,0,0,7,0,421,132,208,"1,803",112,106,27,20,7,"6,038",351,550,"1,978",145,72,162,32,"1,721",20,"1,701","1,508",386,"1,250",122,159,23,7,186,703,477,549,94,237,528,383,673,"1,978",0,0,0,0,0,0,0
17031740300,7403,TRUE,82.7,15.9,"4,947",362,433,123,59,52,0,"1,807","4,940",7,11,0,11,0,0,164,9,10,"1,651",156,133,74,74,0,"4,947",133,436,"1,844",277,125,246,44,"1,517",0,"1,517","1,341",381,"1,103",167,27,0,0,191,873,311,432,99,301,590,280,537,"1,844",0,0,0,0,0,0,0
17031740400,7404,TRUE,78.9,19.4,"4,552",252,410,487,169,0,0,"1,876","4,547",5,0,0,0,0,0,155,13,13,"1,370",506,102,27,13,14,"4,552",173,551,"1,977",435,373,412,11,"1,453",0,"1,453","1,322",344,"1,074",116,64,0,0,388,683,414,391,211,452,363,389,461,"1,977",0,0,0,0,0,0,0
17031750100,7501,TRUE,79.5,27.2,"3,814",121,148,"3,636",0,209,0,"1,384","3,814",0,0,0,0,0,0,44,0,13,970,414,257,10,0,10,"3,814",740,"1,688","1,591",204,87,424,104,856,0,856,769,392,439,68,81,0,0,85,447,250,602,173,146,283,151,631,0,0,"1,591",0,0,0,0,0
17031750200,7502,TRUE,83.9,19.6,"2,778",237,126,"1,707",55,8,0,"1,258","2,768",10,0,0,0,0,0,68,0,10,869,389,86,0,0,0,"2,778",299,418,"1,422",512,181,174,67,"1,017",0,"1,017",897,240,761,64,49,0,0,177,530,199,352,270,230,300,139,319,"1,422",0,0,0,0,0,0,0
17031750300,7503,TRUE,83.3,16.7,"2,494",224,130,303,46,0,0,932,"2,494",0,12,12,0,0,0,107,23,62,765,167,82,0,0,0,"2,489",96,350,"1,000",264,27,102,21,809,5,804,729,169,614,63,42,4,0,104,380,188,260,43,230,226,186,247,"1,000",0,0,0,0,0,0,0
17031750400,7504,TRUE,81,17.2,"3,032",148,179,"1,012",0,0,0,"1,185","3,032",0,0,0,0,0,0,32,0,0,943,242,90,0,0,0,"3,032",163,514,"1,227",242,34,146,56,983,0,983,888,242,718,64,62,12,0,83,420,364,318,85,226,324,276,274,"1,227",0,0,0,0,0,0,0
